package Sundance::rurban::2022; # -*- perl -*-
#!/usr/bin/perl
# Sundance 2022 Critics Ratings
# {'A+' => 10,  'A' => 9,   'A-' => 8,
#  'B+' => 7,   'B' => 6,   'B-' => 5,
#  'C+' => 4,   'C' => 3,   'C-' => 2,
#  'D+' => 1.5, 'D' => 1,   'D-' => 1,
#  'E+' => 0.5, 'E' => 0.5, 'E-' => 0.5,
#  'F+' => 0,   'F' => 0,   'F-' => 0};
# SLCWeekly: 0-4stars:
# 0.5 - 1.25, 1 - 2.5, 1.5 - 3.75, 2 -> 5, 2.5 - 6.25, 3 - 7.5, 3.5 - 8.75, 4 - 10

use utf8;
our $DATA= <<'EOF';

U.S. DRAMATIC COMPETITION

"892" (Abi Damaris Corbin) [U.S. Dramatic]
Peter Bradshaw    6    https://www.theguardian.com/film/2022/jan/21/892-review-john-boyega-holds-together-by-the-book-hostage-drama
Tim Grierson            https://www.screendaily.com/reviews/892-sundance-review/5166766.article
jas keimig          4   https://letterboxd.com/_fridayfoster_/film/emergency-2022/
nmulani             4
Jason Osia          4
May Avramovitz      4
gab                 4
Nina Kim            4
zack                4
Patrick Devitt      3
wlwmaddy            3   https://letterboxd.com/wlwmaddy/film/emergency-2022/
Harris Mayersohn    3
Spencer Williams    3
Hayes18             2
sam                 2   https://letterboxd.com/sam_sam_sam/film/emergency-2022/
Logan Keefe         2
joeylafrance19      2
Kelly               2
Justin Booker       2

"Master" (Mariama Diallo) [U.S. Dramatic]
Fionnuala Halligan      https://www.screendaily.com/reviews/master-sundance-review/5166811.article
Robert Daniels      A-   https://www.indiewire.com/2022/01/master-movie-review-2022-1234692800/
Lisa Wong Macabasco4    https://www.theguardian.com/film/2022/jan/22/master-review-racism-haunts-new-england-university-uneven-horror
#letterboxd
lexgreer            10   https://letterboxd.com/lexgreer/film/master-2022/
masui               10
femfilmrogue        10
SweeneyTom          10
erin sullivan       10
joanna rothkopf     10
jaya                10
seltzersloth        10
ashlymartho         10
Peter Sherman       9   https://letterboxd.com/pete12/film/master-2022/
jcgriffin           9   https://letterboxd.com/jcgriffin/film/master-2022/
Sean Temple         9   https://letterboxd.com/sean_temple/film/master-2022/
GraveyardSister     9
Justice Schiappa    9
Billy Orlando       9
Travis Burgess      9
Nicole Garcia Diaz  9
Robert Daniels      9
Marya E. Gates      9
kevinoleary54       9
Christie            9
Emily               9
nfiles              9
Sarah Stubbs        9
Daniel Hoag         9
Andrew              9   https://letterboxd.com/ashine/film/master-2022/
Steph_InTransit     8
dubsmovies          8
loquaciousmuse      8
tobyirikura         8
adelinetaylorh      8
gracky              8   https://letterboxd.com/gracky/film/master-2022/
ljackson            8
Nesssss             8
Jim Lichtenwalter   8
Milez Das           8
Andrea Asuaje       8   https://letterboxd.com/aasuaje/film/master-2022/
Jacob               8   https://letterboxd.com/amandaayoung/film/master-2022/
emma                8
Kevin L. Lee        8
Chris Sousa         8
Benjamin Leonard    8
flamin_thothoe      8
Cole                8
tess                8
Julianna            8
McKenna Nalow       8
katieperr           8
Audrey Fox          8
Maxwell Alexander   8
Daryl Gandy         8
CaponeFilms         8
Devon Matthias      8
esabruja            8
Julissa Yasmeen     8
kstroom             8
Brianna             8
Ty Knobloch         8
Brendan             8
roserosetree        8
Ksmith5500          8
mostlyjo            8
Zach DeLuca         8
americansaiko       8
Caroline            8
Gingerbinger        8
Emily Scroggins     8
Nick_H              8
<Todd>              8
Jane                8
DaveMizsak          8
Taylor Baker        8
brentcoughenour     8
EGads               8
Katrina Kiefer      8
Ryan McQuade        8
Sandra Files        8
Christopher Cross   8
Josh Jacobs         8
brianna👻            8
Andrew Stowell      8
Dip                 8
Christopher Maynard 8
nicoledariz         8
Wheathin            8   https://letterboxd.com/notcoolpdx/film/master-2022/
esucher             7
April Bethea        7
kelleymmcc          7   https://letterboxd.com/kelleymmcc/film/master-2022/
ariana              7
eshain              7   https://letterboxd.com/eshain/film/master-2022/
Zach Pope           7   https://letterboxd.com/zachpopereviews/film/master-2022/
Rosalie Kicks       7   https://letterboxd.com/rosaliekicks/film/master-2022/
Drake Mitchell      7
Derrick Clements    7
Mario Alegre        7   https://letterboxd.com/marioalegre/film/master-2022/
snnyym              7   https://letterboxd.com/snnyym/film/master-2022/
Alex Billington     7   https://letterboxd.com/firstshowing/film/master-2022/
Eric Tuscanes       7
Harry Krenitsky     7
Mitch Larson        7
Jared Mobarak       7   https://letterboxd.com/jaredmobarak/film/master-2022/
Aaron Washing       7
Caitlin Dubs        7
Matthew St.Clair    7   https://letterboxd.com/filmguy619/film/master-2022/
nrod323             7
imnicklazo          7
jamiesanger         7   https://letterboxd.com/jamiesanger/film/master-2022/
Jennifer            7
Shapstick           7
Christopher Kniep   7
Weston Means        7   https://letterboxd.com/wmeans1/film/master-2022/
inthedaylight       7
Andrew              7   https://letterboxd.com/ashine/film/master-2022/
Paul                7
LV Taylor           7
Kevin Ely           7
Adam Barker         7
aNegativeEffort     7
Laila               7   https://letterboxd.com/lailapuga/film/master-2022/
indecisivejack      7
Curt Wedin          7
Justin Booker       7
Jack Lautaret       7
Rebecca Shapiro     7
Hollenshade         7
caliaga45           7
Jessie              7
Asim Pollard        7
🕸Jacob 🍂            7
Glean               7
TrentReviews        7
Brian Skutle        7
nucar               7
J Wood              7
Bryce Hays          7
thedrewdabides      7
Matt_T              7
Rena MJ             7
erettig             7
Travis Thomas       7
Sir Emo Bunny       7
britt               7
Lara E.             7
David Daniell       7
Jordan Foxworthy    7
BloodyFootSex       7
Brenna Sherrill     7
Wiktor Krampikowski 7
andy                7
Breanne             7
boss babe           7
alexbigman          7
dylan russell       7
igneousc            7
LDC88               7
christina im        7
PeterPuletti        7
John Monroe Johnny Monroe 7
Nick Moutsos        7
dianacoronado       7
Maggi Cube          7
Austin Geter        7
Jim Eustice         7
Brian Green         7
Evan Kraft          7
Kyle Faber          7
Blake Douglas       7
Darrin Navarro      7
Tim Brown           7
Corwyn              7
☼courtnee @ sundance☼ 7
Travis Misarti      7
Dara Moats          7
Matthew Oliva       7
Israellawton        7
Katie               7
Sean Blanford       7
Blake Ruane         7
Benya Krik          7
zach                7
margot              7
Karl Delossantos    7
Ryan                7
Carissa             7
Jen                 7
Taylor              7
STEVEN              7
Anneka_Owens        7
Reider              7
Emily Martin        7
Matt                7
Morgan              7
WhimsyWizardess     6
crybaby             6
Sahan Jayawardena   6   https://letterboxd.com/sjjayawa/film/master-2022/
Rachel Wagner       6   https://letterboxd.com/rachels_reviews/film/master-2022/
Rodney Piatt        6
Daniel Bayer        6   https://letterboxd.com/tapman86/film/master-2022/
Matt Neglia         6   https://letterboxd.com/nextbestpicture/film/master-2022/
theoriginalscot     6   https://letterboxd.com/theoriginalscot/film/master-2022/
Karli Smith         6
nasdaq              6
Matt Jacobs         6   https://letterboxd.com/mattjacobs/film/master-2022/
Nichol Lovett       6
Drew Factor         6   https://letterboxd.com/dfact1/film/master-2022/
Daniel_Hans         6   https://letterboxd.com/daniel_hans/film/master-2022/
Sean_F              6
scrunchi2003        6   https://letterboxd.com/scrunchi2003/film/master-2022/
Matt Oakes          6   https://letterboxd.com/ssriot/film/master-2022/
goshak              6   https://letterboxd.com/goshak/film/master-2022/
Filmteach1          6   https://letterboxd.com/filmteach1/film/master-2022/
Bobby Lowery        6   https://letterboxd.com/betteronfilmm/film/master-2022/
asebag              6   https://letterboxd.com/asebag/film/master-2022/
gw96                6
Benjamin Lee        6
Lou Thomas          6
Chico Fireman       6
LaurenFoster        6   https://letterboxd.com/laurenfoster/film/master-2022/
Elric Kane          6
Sam Baum            6
SGTPEPPAH           6   https://letterboxd.com/sgtpeppah/film/master-2022/
laylamarie          6   https://letterboxd.com/laylamarie/film/master-2022/
Elizabeth Kasumi    6   https://letterboxd.com/bleebofilmz/film/master-2022/
MNur                6
jeseminx            6   https://letterboxd.com/jeseminx/film/master-2022/
jaimepaco           6
r0bwatson           6
Trunnie 🔜 Sundance  6
dsackllah           6
kevinyang           6
parker              6
Ari                 6
lyvie               6
Caitlin Weis        6
sarah-layne toni    6
Rachel West         6
jojobinks1          6
Brian Tallerico     6
Alexander Hadden    6
sasa                6
RomanSanchez001     6
emily               6
Maura Fallon        6
Ema Sasic           6
Isabelle Luongo     6
chriskol            6
Alexander22         6
rubi                6
Jasmine Graham      6
Tucker Evans        6
Emma                6
Britt Withers       6
Mari                6
Kevin Wozniak       6
Dickie Greenleaf    6
Nick_M              6
jrusshall           6
oatmilkcoldbrew     6
H_N                 6
Eric                6
Ian                 6
caseyhodgkinson     6
Danielle            6
Sean Donovan        6
Tô Nguyên Bảo       6
ahmassaro           6
JGrobby             6
choffchoffman       6
jarimar             6
Allie               6
Seth                6
annika              6
Keith Garrett       6
Joe Palagonia       6
andrew 🦇            6
Brittany            6
benhamine           6
parhamac            6
Liam                6
tylerfeldhege       6
nightsoff27         6
rowierosen          6
Connor Gilbert      6
It’s given to me by me 6
spacecatz           6
Michael Marino      6
Kindred Michael     6
Jackson             6
blkcullensister     6
Sundancekid         6
cambrown2           6
Sarah               6
Brad Gullickson     6
Lorenzo             6
Gabriel Hayes       6
Presley             6
mccullae            6
mattphelps          6
Ryan                6
frankryan           6
Shannon Williams    6
Jon Jarocki         6
GabeLapa            6
Sherlyn Myler       6
Jack McDermott      6
kimberm             6
andrew ha           6
SWeidman122         6   https://letterboxd.com/sweidman122/film/master-2022/
benjyberkowitz      5
Marcus              5
Nathan Weinbender   5
Brit                5
Rafa Sales Ross     5
Wilson              5
megan ☕️            5
stueygeorge         5   https://letterboxd.com/stueygeorge/film/master-2022/
Kyle Amato          5
Chris Feil          5   https://letterboxd.com/chrisvfeil/film/master-2022/
Michael Leon        5
Maggie Lovitt       5   https://letterboxd.com/maggieofthetown/film/master-2022/
mlewis330           5
Tiffany Vazquez     5   https://letterboxd.com/tiffbump/film/master-2022/
Stevie Wong         5   https://letterboxd.com/wongie/film/master-2022/
tylerdobrowsky      5   https://letterboxd.com/tylerdobrowsky/film/master-2022/
AndyMei             5
Matthew Passantino  5   https://letterboxd.com/mpassantino01/film/master-2022/
Tom Grey            5
Alexa               5
Josh                5   https://letterboxd.com/thexasoul/film/master-2022/
akerms              5   https://letterboxd.com/akerms/film/master-2022/
AGG                 5
Michael Cook        5   https://letterboxd.com/thoroughlyme/film/master-2022/
Dylan Hoang         5
Tyler Walczak       5
Hanna               5
Sma                 5
Katie Skelly        5
𝔡𝔞𝔯𝔠𝔶               5
HaleyJones          5
Antonio Stellato    5
Diego Duckenfield-Lopez 5
mrbusse             5
Ian Wilder          5
ChefPablo           5
Peter Knegt         5
D Arboleda          5
bflgoldberg         5
CDynamo             5
mo2210              5
Krista              5
eldentist           5
Semina Rye          5
Robbie Faselt       5
Jason_BE            5
noradurst           5
timmel5499          5
Wouldst thou like To live deliciously? 5
peculiarcat         5
Bobby Harris        5
Jordy The Movie Guy 5
Jordan              5
Matt Myler          5
Cam McAllister      5
Jayson              5
bort8               5
Brandon             5
Hamze Younis        5
Trevor Brandt       5
Colton Simpson      5
kaiya shunyata      5
Caleb               5
Chase Hutchinson    5
storymode           5
Andrew Pope         5
Logan Weisberg      5
wulfgar111          5
Ben Choate          5
Colin_Browning      5
Price Garrison      5
Tyler Tompkins      5
Luta                5
Libbie Anderson     4
guyatthemovies      4   https://letterboxd.com/guyatthemovies/film/master-2022/
Nick Johnston       4
Kat Hughes          4
Kevin Eyman         4
Samm                4
Kate 🎃⚰️            4   https://letterboxd.com/katespenser/film/master-2022/
svarietus           4
produwrite          4
Marco Cerritos      4
SamuraiNak          4   https://letterboxd.com/samurainak/film/master-2022/
oakdb11             4
Sean Burns          4
xgrubbyx            4
juneauq5590         4
cryvksr             4
Rylan California    4
MovieMike80         4
Raven               4
conradkln           4
Blake Horsley       4
Ben Delgado         4
kyra manlove        4
Lately              4
angeliquex          4
Bryan Kirby         4
caro_movie1         4
Dyl                 4
jbsilver            4
Will Redmond        4
Paola               4
punkcorgi           4
Reyzando Nawara     4
rachael ogilvie     4
Claude Amadeo       4
ScreenandPrint      4
Nautical_Puns       4
Spencer Williams    4
MaxRosenblum        4
Sean Bagley         4
Seconds23           4
COULD432            4
neekboyz            4
soone               4
Mikey Brzezinski    4
Botbotb             4
Josh                4   https://letterboxd.com/thexasoul/film/master-2022/
mcmeinecke          4
emfeh               4
hjmenken            4
marspeak            4
chris rothe         4
Raihan Bal          3
JROur               3
Shaun Louis         3
Jen                 3
Josh                3   https://letterboxd.com/thexasoul/film/master-2022/
Matt_M              3
Jason               3
kwk                 3
Amanda Berke        3
Sam Rosenberg       3
Walter Neto         3
Taylor              3
nickyblakey         3
Kyle Donovan        3
Jordan Raup         3
midrangegravy       3
Brett DiFranco      3
Allen Longstreet    3
Patrick Devitt      3
Keegan Hewlett      3
ntuck               3
Houston Murphy      3
Erik Childress      2
Skyler Corman       2
jourdain searles    2
Jay_D               2
lbiermann           2
S_N                 2
Cat_B               2
jesusisokay         2
charlie             2
fehaberfeld         2
Will Roose          2
ilovehearses        2
thesilvercrown      1

"Nanny" (Nikyatu Jusu) [U.S. Dramatic]
Allan Hunter            https://www.screendaily.com/reviews/nanny-sundance-review/5166630.article
